nonblocking,0.000938,1,50
nonblocking,0.000814,1,50
nonblocking,0.000846,1,50
nonblocking,0.000844,1,50
nonblocking,0.000893,1,50
nonblocking,0.000831,1,50
nonblocking,0.000817,1,50
nonblocking,0.000864,1,50
nonblocking,0.000812,1,50
nonblocking,0.000861,1,50
fence,0.001694,1,50
fence,0.001149,1,50
fence,0.000995,1,50
fence,0.000989,1,50
fence,0.000992,1,50
fence,0.000942,1,50
fence,0.000989,1,50
fence,0.000946,1,50
fence,0.000943,1,50
fence,0.000986,1,50
pscw,0.001095,1,50
pscw,0.001205,1,50
pscw,0.001196,1,50
pscw,0.001247,1,50
pscw,0.001160,1,50
pscw,0.001169,1,50
pscw,0.001160,1,50
pscw,0.001158,1,50
pscw,0.001154,1,50
pscw,0.001174,1,50
nonblocking,0.005874,1,100
nonblocking,0.005621,1,100
nonblocking,0.005914,1,100
nonblocking,0.005674,1,100
nonblocking,0.005452,1,100
nonblocking,0.005410,1,100
nonblocking,0.005401,1,100
nonblocking,0.005403,1,100
nonblocking,0.005401,1,100
nonblocking,0.005408,1,100
fence,0.006481,1,100
fence,0.005713,1,100
fence,0.005710,1,100
fence,0.005511,1,100
fence,0.005497,1,100
fence,0.005498,1,100
fence,0.005501,1,100
fence,0.005499,1,100
fence,0.005494,1,100
fence,0.005497,1,100
pscw,0.005832,1,100
pscw,0.005739,1,100
pscw,0.005777,1,100
pscw,0.005880,1,100
pscw,0.005726,1,100
pscw,0.005732,1,100
pscw,0.005741,1,100
pscw,0.005779,1,100
pscw,0.005736,1,100
pscw,0.005732,1,100
nonblocking,0.019997,1,150
nonblocking,0.018706,1,150
nonblocking,0.018480,1,150
nonblocking,0.018172,1,150
nonblocking,0.018115,1,150
nonblocking,0.018829,1,150
nonblocking,0.018103,1,150
nonblocking,0.018101,1,150
nonblocking,0.018102,1,150
nonblocking,0.018152,1,150
fence,0.019172,1,150
fence,0.018379,1,150
fence,0.018159,1,150
fence,0.018156,1,150
fence,0.018163,1,150
fence,0.018154,1,150
fence,0.018155,1,150
fence,0.018154,1,150
fence,0.018159,1,150
fence,0.018154,1,150
pscw,0.018636,1,150
pscw,0.018396,1,150
pscw,0.018397,1,150
pscw,0.018392,1,150
pscw,0.018399,1,150
pscw,0.018393,1,150
pscw,0.018401,1,150
pscw,0.018401,1,150
pscw,0.018388,1,150
pscw,0.018433,1,150
nonblocking,0.044444,1,200
nonblocking,0.043113,1,200
nonblocking,0.043342,1,200
nonblocking,0.042832,1,200
nonblocking,0.043507,1,200
nonblocking,0.043374,1,200
nonblocking,0.043093,1,200
nonblocking,0.043535,1,200
nonblocking,0.042880,1,200
nonblocking,0.042841,1,200
fence,0.043907,1,200
fence,0.043114,1,200
fence,0.042854,1,200
fence,0.042839,1,200
fence,0.042835,1,200
fence,0.042859,1,200
fence,0.043402,1,200
fence,0.042844,1,200
fence,0.042850,1,200
fence,0.042898,1,200
pscw,0.043717,1,200
pscw,0.043611,1,200
pscw,0.043851,1,200
pscw,0.043643,1,200
pscw,0.043356,1,200
pscw,0.043125,1,200
pscw,0.043079,1,200
pscw,0.043080,1,200
pscw,0.043082,1,200
pscw,0.043095,1,200
nonblocking,0.088362,1,250
nonblocking,0.085179,1,250
nonblocking,0.085422,1,250
nonblocking,0.085401,1,250
nonblocking,0.085457,1,250
nonblocking,0.084876,1,250
nonblocking,0.085315,1,250
nonblocking,0.085167,1,250
nonblocking,0.084874,1,250
nonblocking,0.084869,1,250
fence,0.086951,1,250
fence,0.085259,1,250
fence,0.084954,1,250
fence,0.085506,1,250
fence,0.085931,1,250
fence,0.084765,1,250
fence,0.084737,1,250
fence,0.084690,1,250
fence,0.084679,1,250
fence,0.084715,1,250
pscw,0.085939,1,250
pscw,0.084899,1,250
pscw,0.084964,1,250
pscw,0.084925,1,250
pscw,0.084994,1,250
pscw,0.085078,1,250
pscw,0.084901,1,250
pscw,0.085622,1,250
pscw,0.085576,1,250
pscw,0.085832,1,250
nonblocking,0.087801,1,250
nonblocking,0.086463,1,250
nonblocking,0.086093,1,250
nonblocking,0.085386,1,250
nonblocking,0.085454,1,250
nonblocking,0.085251,1,250
nonblocking,0.084889,1,250
nonblocking,0.085734,1,250
nonblocking,0.085389,1,250
nonblocking,0.085489,1,250
fence,0.087787,1,250
fence,0.085895,1,250
fence,0.085541,1,250
fence,0.085455,1,250
fence,0.086070,1,250
fence,0.085822,1,250
fence,0.085869,1,250
fence,0.085542,1,250
fence,0.085531,1,250
fence,0.085308,1,250
pscw,0.086635,1,250
pscw,0.085974,1,250
pscw,0.085581,1,250
pscw,0.085690,1,250
pscw,0.086371,1,250
pscw,0.086572,1,250
pscw,0.085706,1,250
pscw,0.085574,1,250
pscw,0.085561,1,250
pscw,0.085568,1,250
nonblocking,0.247865,1,350
nonblocking,0.247816,1,350
nonblocking,0.245500,1,350
nonblocking,0.247102,1,350
nonblocking,0.247026,1,350
nonblocking,0.245295,1,350
nonblocking,0.246186,1,350
nonblocking,0.245401,1,350
nonblocking,0.246191,1,350
nonblocking,0.246646,1,350
fence,0.245932,1,350
fence,0.245748,1,350
fence,0.247107,1,350
fence,0.244488,1,350
fence,0.245124,1,350
fence,0.244612,1,350
fence,0.244686,1,350
fence,0.246831,1,350
fence,0.244492,1,350
fence,0.245137,1,350
pscw,0.246553,1,350
pscw,0.245720,1,350
pscw,0.245847,1,350
pscw,0.245123,1,350
pscw,0.245197,1,350
pscw,0.246660,1,350
pscw,0.245840,1,350
pscw,0.245707,1,350
pscw,0.246257,1,350
pscw,0.245538,1,350
nonblocking,0.377113,1,400
nonblocking,0.377080,1,400
nonblocking,0.377727,1,400
nonblocking,0.377410,1,400
nonblocking,0.376120,1,400
nonblocking,0.376270,1,400
nonblocking,0.377598,1,400
nonblocking,0.376505,1,400
nonblocking,0.377714,1,400
nonblocking,0.375452,1,400
fence,0.376944,1,400
fence,0.377634,1,400
fence,0.374906,1,400
fence,0.376697,1,400
fence,0.375263,1,400
fence,0.376021,1,400
